"","dyadID","partnum","gender","religion","age","sexualor","race","RecordedDate","relation_length","indinc","wfh","housework_1","housework_2","housework_3","housework_4","housework_5","housework_6","housework_7","housework_8","housework_9","housework_10","housework_11","housework_12","housework_13","housework_14","housework_fair","housework_satisfied","grbs_1","grbs_2","grbs_3","grbs_4","grbs_5","grbs_6","grbs_7","grbs_8","grbs_9","grbs_10","grbs_11","grbs_12","grbs_13","grbs_14","grbs_15","grbs_16","grbs_17","grbs_18","grbs_19","grbs_20","gatekeeping_1","gatekeeping_2","gatekeeping_3","gatekeeping_4","gatekeeping_5","gatekeeping_6","gatekeeping_7","gatekeeping_8","gatekeeping_9","gatekeeping_10","gatekeeping_11","gatekeeping_12","gatekeeping_13","gatekeeping_14","gatekeeping_15","gatekeeping_16","survey_date","relation_start","relation_days","relation_yrs","avg_gatekeeping","avg_housework_female","avg_housework_male","grbs_2.r","grbs_3.r","grbs_7.r","grbs_10.r","grbs_12.r","grbs_17.r","avg_grbs"
"115",29080875,"2",1,"Christianity",43,"Heterosexual","White or European American","8/11/20 9:44","3/19/94",50000,0,100,100,100,100,60,40,60,100,80,60,20,100,100,100,3,3,4,4,3,2,3,3,3,5,2,4,2,4,3,2,4,1,3,2,2,4,NA,5,NA,NA,2,4,5,4,5,4,NA,NA,4,2,NA,4,2020-08-01,1994-03-19,9632,26.3890410958904,3.88888888888889,94,45,2,3,3,2,2,3,2.7
"116",29083526,"1",1,"Christianity",36,"Heterosexual","Black or African American","8/12/20 21:19","2/23/10",0,0,100,100,100,100,NA,20,80,80,60,60,40,20,100,80,3,5,3,2,5,3,3,5,4,5,3,4,4,4,3,5,4,2,4,2,3,3,5,4,4,5,NA,5,NA,NA,2,4,NA,1,2,2,2,4,2020-08-01,2010-02-23,3812,10.4438356164384,3.4,82,40,4,1,2,2,2,2,3.05
"117",29083526,"2",0,"Christianity",36,"Heterosexual","Black or African American","8/13/20 20:09","2/23/10",99000,1,40,20,20,20,100,100,60,40,60,100,100,80,20,NA,3,5,3,2,3,4,3,5,5,5,3,4,4,5,5,4,5,2,2,3,5,4,4,NA,NA,1,2,2,4,4,4,NA,NA,2,1,1,2,1,2020-08-01,2010-02-23,3812,10.4438356164384,2.5,40,100,4,3,1,2,1,4,3.5
"118",29090161,"1",1,"Christianity",57,"Heterosexual","Middle Eastern","8/14/20 21:02","5/1/81",110000,0,80,60,80,60,20,60,NA,80,80,60,20,80,80,80,2,4,2,2,5,2,2,4,4,2,1,4,2,4,2,2,4,1,4,2,2,2,NA,4,4,NA,4,NA,4,NA,NA,NA,2,NA,2,2,NA,4,2020-08-01,1981-05-01,14337,39.2794520547945,3.14285714285714,75.5555555555556,40,4,1,2,2,2,2,2.15
"119",29090161,"2",0,"Christianity",60,"Heterosexual","White or European American","8/21/20 6:37","9/1/80",150000,0,60,100,40,60,80,100,40,40,60,100,100,40,40,40,2,3,3,3,3,1,1,2,5,3,1,5,1,4,3,3,3,1,5,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,2020-08-01,1980-09-01,14579,39.9424657534247,2.5,52,95,3,3,1,1,2,1,2
"120",29108175,"1",0,"Judaism",58,"Heterosexual","White or European American","8/14/20 13:59","1/2/89",94000,0,80,80,80,80,NA,100,100,60,100,100,100,100,80,80,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,2020-08-01,1989-01-02,11534,31.6,4.78571428571429,84,100,3,3,3,3,2,2,3
"121",29108175,"2",1,"Judaism",56,"Heterosexual","White or European American","8/14/20 14:16","1/1/89",68000,1,80,80,80,100,80,80,80,80,60,100,80,60,80,60,3,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,NA,2020-08-01,1989-01-01,11535,31.6027397260274,4.14285714285714,76,85,3,2,2,3,3,3,3.35
"122",29113070,"1",1,"Christianity",58,"Heterosexual","White or European American","8/11/20 8:44","8/15/80",NA,NA,100,60,100,60,40,20,100,100,40,20,20,20,60,80,1,5,5,3,2,3,3,3,3,5,4,5,3,3,1,4,5,1,5,2,2,4,NA,4,4,NA,NA,5,2,4,5,NA,4,1,NA,2,NA,4,2020-08-01,1980-08-15,14596,39.9890410958904,3.44444444444444,72,25,3,4,3,1,3,1,3
"123",29113070,"2",0,"Christianity",57,"Heterosexual","White or European American","8/21/20 18:05","7/1/81",NA,0,20,60,40,40,100,100,40,20,100,100,100,100,60,60,4,3,5,2,2,4,4,3,5,4,4,2,1,4,2,1,5,1,4,3,5,5,NA,NA,4,NA,4,NA,5,NA,5,NA,4,NA,1,NA,NA,2,2020-08-01,1981-07-01,14276,39.1123287671233,3.83333333333333,54,100,4,4,1,4,2,2,3.2
"124",29120878,"1",1,"Christianity",49,"Heterosexual","Latinx or Hispanic","8/15/20 5:52","1/1/00",50000,0,80,100,80,80,60,60,60,100,100,60,60,100,80,100,3,3,1,3,5,1,1,3,5,3,1,5,1,5,1,1,4,1,5,2,1,1,NA,5,2,1,5,4,5,NA,4,NA,5,NA,2,2,NA,2,2020-08-01,2000-01-01,7518,20.5972602739726,3.5,88,60,3,1,1,1,1,1,1.5
"125",29120878,"2",0,"Christianity",49,"Heterosexual","Latinx or Hispanic","8/15/20 6:43","1/1/00",70000,0,80,60,60,40,80,60,60,60,60,80,60,20,40,20,2,4,1,3,5,3,3,3,5,3,3,3,3,3,3,3,4,3,5,2,3,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2020-08-01,2000-01-01,7518,20.5972602739726,1.28571428571429,50,70,3,1,1,3,3,1,2.6
"126",29169849,"1",1,"Christianity",55,"Heterosexual","White or European American","8/7/20 16:08","12/26/12",75000,1,60,100,80,60,60,80,NA,100,60,60,40,80,100,100,3,4,5,2,1,4,3,4,3,4,3,4,3,4,2,3,4,4,3,3,5,4,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,4,2020-08-01,2012-12-26,2775,7.6027397260274,4,82.2222222222222,60,4,5,3,2,2,3,3.5
"127",29169849,"2",0,"Christianity",59,"Heterosexual","White or European American","8/14/20 16:23","12/26/12",65000,0,40,40,40,40,60,NA,NA,20,40,40,80,40,20,40,3,5,5,1,1,4,4,5,3,4,4,4,4,4,3,4,5,4,2,3,5,4,4,NA,2,NA,2,NA,NA,2,NA,5,NA,NA,NA,2,NA,NA,2020-08-01,2012-12-26,2775,7.6027397260274,2.83333333333333,35.5555555555556,60,5,5,3,2,2,4,3.95
"128",29186653,"1",1,"Christianity",40,"Heterosexual","White or European American","8/7/20 19:13","6/6/06",100000,0,80,60,80,60,40,40,60,80,60,60,40,80,80,80,2,5,1,2,5,4,2,4,5,3,1,4,1,4,2,1,4,3,4,2,1,4,NA,NA,2,2,2,NA,2,NA,4,4,4,NA,4,2,2,2,2020-08-01,2006-06-06,5170,14.1643835616438,2.88888888888889,72,45,4,1,1,2,2,2,2.25
"129",29186653,"2",0,"Christianity",41,"Heterosexual","White or European American","8/7/20 20:44","6/6/06",100000,0,40,40,40,40,80,60,60,40,40,80,80,40,40,40,3,4,2,1,5,3,2,5,5,3,1,5,1,4,4,1,5,1,4,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,4,4,1,1,2020-08-01,2006-06-06,5170,14.1643835616438,1.71428571428571,42,75,5,1,1,1,2,2,2.3
"130",29187228,"1",1,"Agnostic",46,"Heterosexual","White or European American","8/14/20 0:54","11/30/14",55000,0,100,100,100,100,80,100,100,100,60,40,60,100,20,20,5,1,1,3,4,5,3,2,4,3,1,5,1,5,3,3,3,1,5,1,4,4,NA,4,1,NA,1,NA,NA,NA,NA,NA,1,NA,4,NA,NA,4,2020-08-01,2014-11-30,2071,5.67397260273973,2.2,80,70,3,2,2,1,1,1,2.25
"131",29187228,"2",0,"Christianity",46,"Heterosexual","White or European American","8/16/20 15:19","11/30/14",40000,1,20,40,60,20,40,20,60,20,80,100,100,20,80,80,2,4,3,3,2,3,5,2,3,5,4,2,3,4,4,5,3,4,4,4,5,5,2,NA,5,NA,2,5,5,NA,5,4,NA,2,5,NA,NA,2,2020-08-01,2014-11-30,2071,5.67397260273973,3.88888888888889,48,65,3,4,3,4,2,2,3.65
"133",29226842,"1",1,"Christianity",45,"Heterosexual","White or European American","8/12/20 1:13","",NA,0,60,100,100,80,60,20,NA,100,100,20,60,100,100,100,3,5,3,5,4,3,5,4,5,5,1,5,1,3,1,1,5,1,5,2,3,5,NA,4,2,NA,2,NA,NA,NA,4,NA,NA,NA,2,NA,NA,5,2020-08-01,NA,NA,NA,2.8,93.3333333333333,40,1,2,1,1,3,1,2.45
"134",29226842,"2",0,"Christianity",45,"Heterosexual","White or European American","8/12/20 1:54","",NA,0,40,20,20,20,60,80,NA,20,20,80,60,20,20,20,3,3,3,5,3,3,4,4,5,3,1,5,1,3,4,1,5,1,5,1,3,5,NA,1,1,NA,1,NA,1,NA,4,NA,2,NA,1,1,NA,NA,2020-08-01,NA,NA,NA,1.5,22.2222222222222,70,1,3,1,1,3,1,2.45
"135",29237405,"1",1,"Christianity",42,"Heterosexual","White or European American","8/7/20 7:01","12/14/07",65000,0,100,80,20,60,40,40,80,100,60,20,60,40,60,80,3,4,3,4,4,3,2,2,3,4,4,4,2,4,4,4,3,2,4,3,4,3,4,4,4,4,4,4,2,4,4,4,NA,NA,NA,NA,4,4,2020-08-01,2007-12-14,4614,12.641095890411,3.8,68,40,2,2,3,2,2,2,2.8
"136",29237405,"2",0,"Christianity",54,"Heterosexual","White or European American","8/7/20 19:05","12/14/07",80000,0,20,20,100,40,80,80,40,20,60,80,80,100,40,40,3,4,4,2,4,2,2,4,4,2,2,4,2,4,2,2,2,2,4,2,2,3,2,2,2,2,2,2,4,4,2,NA,2,2,2,2,2,2,2020-08-01,2007-12-14,4614,12.641095890411,2.30769230769231,48,80,4,2,2,2,2,2,2.35
"137",29251840,"1",1,"Christianity",46,"Heterosexual","White or European American","8/14/20 23:01","4/28/07",50000,0,40,100,100,100,80,80,100,40,40,100,60,100,100,100,4,1,1,1,5,4,5,1,4,5,4,5,1,4,3,1,3,1,5,1,1,2,NA,5,4,NA,5,NA,5,NA,5,NA,NA,NA,2,NA,NA,2,2020-08-01,2007-04-28,4844,13.2712328767123,4.33333333333333,82,80,5,1,2,1,2,1,2.25
"138",29251840,"2",0,"Prefer not to answer",46,"Heterosexual","Prefer not to answer","8/15/20 13:47","4/28/07",NA,NA,60,60,40,60,60,60,20,80,60,100,60,20,40,60,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,5,3,5,3,5,3,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,2020-08-01,2007-04-28,4844,13.2712328767123,1,50,70,3,3,1,3,3,1,3.1
"139",29258147,"1",1,"Christianity",42,"Heterosexual","White or European American","8/24/20 9:59","6/1/98",NA,NA,100,100,100,100,20,20,NA,100,20,20,60,60,100,60,3,5,5,5,2,3,1,3,5,4,1,5,2,3,2,1,3,1,5,1,1,1,NA,NA,1,NA,4,NA,NA,NA,5,NA,4,NA,NA,1,NA,NA,2020-08-01,1998-06-01,8097,22.1835616438356,3,82.2222222222222,30,1,4,1,1,3,1,2
"140",29258147,"2",0,"Christianity",46,"Heterosexual","White or European American","8/24/20 10:20","6/14/98",105000,0,20,20,20,20,100,100,NA,20,100,100,80,60,40,20,3,4,5,2,2,4,1,4,5,3,2,5,3,3,4,2,5,1,3,1,3,1,NA,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,4,NA,NA,2,2020-08-01,1998-06-14,8084,22.1479452054795,1.8,35.5555555555556,95,4,4,1,1,3,3,2.75
"141",29273612,"1",1,"Christianity",46,"Heterosexual","White or European American","8/9/20 9:48","5/20/05",69500,0,100,100,60,100,20,20,100,100,80,100,100,60,100,60,1,1,4,1,1,1,2,5,5,5,1,5,3,5,3,3,1,1,5,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2020-08-01,2005-05-20,5552,15.2109589041096,1.5,86,60,5,5,1,1,1,1,2.55
"142",29273612,"2",0,"Christianity",54,"Heterosexual","White or European American","8/9/20 14:51","5/30/05",540000,1,20,20,20,20,80,100,60,20,20,60,100,60,20,20,1,5,4,1,1,4,3,2,5,5,1,5,5,4,5,3,5,3,3,1,4,5,4,1,1,1,1,1,1,1,5,5,5,5,5,2,1,1,2020-08-01,2005-05-30,5542,15.1835616438356,2.71428571428571,28,85,5,5,1,1,2,3,3.35
"143",29273822,"1",0,"Buddhism",53,"Heterosexual","Asian or Asian American","8/12/20 15:21","8/1/99",50000,1,40,40,40,60,40,40,NA,40,40,40,60,40,60,60,4,2,5,1,1,4,3,5,2,5,3,3,5,2,5,3,4,3,2,3,5,5,4,NA,4,NA,NA,NA,5,4,4,5,NA,4,4,4,4,NA,2020-08-01,1999-08-01,7671,21.0164383561644,4.22222222222222,46.6666666666667,45,5,5,4,3,4,4,4.15
"144",29273822,"2",1,"Buddhism",49,"Heterosexual","Asian or Asian American","8/14/20 12:21","8/8/99",30000,1,40,60,60,60,80,80,100,80,80,80,100,80,60,60,3,4,4,5,1,4,4,4,4,4,5,4,5,2,4,4,5,3,4,4,4,5,5,4,4,4,4,NA,NA,NA,4,5,4,4,5,4,NA,4,2020-08-01,1999-08-08,7664,20.9972602739726,4.27272727272727,68,85,1,5,2,2,4,2,3.75
"145",29275282,"1",1,"Athiest",39,"Heterosexual","White or European American","8/6/20 23:12","1/1/08",180000,0,80,60,60,60,60,40,60,60,80,60,40,80,80,80,3,4,1,4,5,1,1,2,5,3,1,5,1,5,1,1,3,1,5,1,2,2,NA,1,2,NA,NA,NA,2,NA,5,NA,NA,NA,2,NA,NA,1,2020-08-01,2008-01-01,4596,12.5917808219178,2.4,70,50,2,1,1,1,1,1,1.4
"146",29275282,"2",0,"Athiest",41,"Heterosexual","White or European American","8/7/20 14:18","1/1/08",150000,0,80,80,100,100,60,100,60,80,60,100,100,60,80,60,4,3,3,3,5,2,3,3,5,3,1,5,1,5,3,1,4,1,5,1,1,4,NA,4,4,NA,5,NA,5,NA,NA,NA,2,NA,4,NA,NA,4,2020-08-01,2008-01-01,4596,12.5917808219178,4,76,90,3,1,1,1,1,1,1.95
"147",29276238,"1",1,"Christianity",38,"Heterosexual","White or European American","8/13/20 20:40","2/5/04",50000,0,80,40,60,40,60,40,60,60,60,60,60,60,40,40,2,4,3,3,5,4,2,4,2,3,3,4,4,4,3,3,4,5,3,4,3,4,4,5,NA,4,4,5,4,4,5,5,5,4,4,NA,5,4,2020-08-01,2004-02-05,6022,16.4986301369863,4.41666666666667,54,55,3,1,4,2,2,3,3.2
"148",29276238,"2",0,"Christianity",33,"Heterosexual","White or European American","8/15/20 15:36","5/20/04",65000,0,60,80,60,40,80,100,60,60,80,80,60,80,80,100,2,5,4,4,5,4,4,4,4,5,3,4,4,5,4,3,3,4,4,5,4,4,4,5,4,NA,4,5,5,4,4,4,5,NA,5,5,NA,NA,2020-08-01,2004-05-20,5917,16.2109589041096,4.5,70,80,2,1,2,2,1,2,3.25
"149",29281726,"1",1,"Christianity",49,"Heterosexual","White or European American","8/12/20 9:16","12/11/99",61000,0,60,60,100,80,40,20,60,60,60,40,40,40,60,60,3,3,4,2,4,4,3,4,3,5,1,5,2,4,3,4,4,1,4,1,4,4,4,4,NA,NA,1,1,4,NA,5,4,NA,NA,NA,NA,4,4,2020-08-01,1999-12-11,7539,20.6547945205479,3.28571428571429,64,35,4,2,3,1,2,2,2.9
"150",29281726,"2",0,"Christianity",51,"Heterosexual","White or European American","8/14/20 15:26","12/16/99",30000,0,60,60,40,60,100,80,60,60,60,100,100,100,40,60,3,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,4,1,3,2,3,3,NA,NA,NA,2,2,NA,NA,NA,2,4,2,NA,2,2,NA,NA,2020-08-01,1999-12-16,7534,20.641095890411,2.28571428571429,60,95,3,4,3,3,3,3,2.95
"151",29291479,"1",1,"Christianity",35,"Heterosexual","Latinx or Hispanic","8/6/20 22:36","11/23/12",25000,0,100,100,60,100,60,40,80,100,100,20,20,40,100,100,3,4,1,5,5,4,4,1,5,5,1,5,1,5,1,1,4,3,5,1,1,1,5,5,5,5,5,5,4,5,NA,5,5,5,5,5,5,4,2020-08-01,2012-11-23,2808,7.69315068493151,4.92307692307692,88,35,1,1,1,1,1,1,1.75
"152",29291479,"2",0,"Christianity",35,"Heterosexual","White or European American","8/24/20 23:00","11/24/12",35000,0,20,20,20,20,100,100,20,20,20,100,100,100,20,20,1,5,5,5,5,5,1,5,5,5,4,5,5,5,4,4,5,1,5,4,1,5,2,4,1,1,1,1,1,1,NA,5,5,5,5,5,2,5,2020-08-01,2012-11-24,2807,7.69041095890411,2.84615384615385,28,100,1,1,1,1,1,1,3
"153",29302703,"1",1,"Christianity",47,"Heterosexual","Prefer not to answer","8/14/20 16:31","12/29/02",76000,0,100,100,100,NA,80,60,100,100,80,80,40,100,80,80,4,2,5,3,1,5,3,3,1,5,5,2,4,3,4,4,5,4,2,4,4,5,4,NA,2,1,2,2,1,2,NA,4,4,NA,NA,4,NA,4,2020-08-01,2002-12-29,6425,17.6027397260274,2.6,93.3333333333333,65,3,5,5,4,3,4,4.2
"154",29302703,"2",0,"Christianity",43,"Heterosexual","Prefer not to answer","8/17/20 9:38","12/20/02",NA,NA,100,40,40,20,80,100,60,40,60,100,100,60,60,40,3,4,3,4,1,4,5,3,1,5,4,1,5,1,3,5,4,4,2,5,5,5,4,4,4,NA,4,2,4,5,2,NA,4,4,NA,2,2,2,2020-08-01,2002-12-20,6434,17.627397260274,3.54545454545455,52,95,2,5,5,5,5,4,4.3
"155",29319965,"1",1,"Christianity",43,"Heterosexual","White or European American","8/14/20 21:12","11/10/97",28000,0,60,100,100,100,80,20,80,100,100,60,40,100,100,100,4,2,2,4,4,2,2,4,4,2,1,5,2,4,2,1,4,1,4,1,2,4,2,4,2,2,2,4,4,NA,5,4,4,4,2,2,4,4,2020-08-01,1997-11-10,8300,22.7397260273973,3.15384615384615,94,50,2,2,2,1,2,2,2.05
"156",29319965,"2",0,"Christianity",44,"Heterosexual","White or European American","8/15/20 11:27","11/10/97",19000,1,60,60,20,20,60,100,60,20,40,100,100,20,20,20,3,4,2,2,2,2,5,4,4,5,2,4,4,2,2,4,4,4,4,2,4,4,4,NA,1,2,2,1,4,4,5,4,4,4,2,2,2,2,2020-08-01,1997-11-10,8300,22.7397260273973,3,34,90,4,4,2,2,4,2,3.3
"157",29322606,"1",1,"Christianity",49,"Heterosexual","White or European American","8/14/20 12:49","5/12/84",23000,0,100,100,40,60,20,20,NA,100,60,20,20,100,100,100,3,5,1,5,5,1,1,1,5,1,4,5,1,3,1,1,4,1,4,2,1,2,NA,5,2,NA,1,NA,NA,NA,5,NA,1,NA,5,NA,NA,5,2020-08-01,1984-05-12,13230,36.2465753424658,3.16666666666667,84.4444444444444,20,1,1,1,1,3,2,1.55
"158",29322606,"2",0,"Christianity",59,"Heterosexual","White or European American","8/14/20 14:08","5/10/84",NA,NA,20,20,60,20,100,100,NA,20,40,100,100,20,20,20,3,5,1,1,5,5,4,1,5,4,2,5,2,3,1,2,5,2,1,2,1,5,NA,1,1,NA,1,NA,1,NA,1,NA,1,NA,5,NA,NA,1,2020-08-01,1984-05-10,13232,36.2520547945205,1.57142857142857,26.6666666666667,100,5,1,1,1,3,5,2.65
"159",29346027,"1",1,"Agnostic",39,"Heterosexual","Asian or Asian American","8/14/20 14:37","1/30/00",95000,0,80,80,80,80,60,20,NA,60,60,40,40,60,80,80,3,4,3,3,5,2,1,1,5,3,2,5,1,4,1,1,3,2,5,1,2,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,4,4,4,NA,NA,2020-08-01,2000-01-30,7489,20.5178082191781,3.77777777777778,73.3333333333333,40,3,1,1,1,2,1,1.8
"160",29346027,"2",0,"Agnostic",41,"Heterosexual","Asian or Asian American","8/14/20 15:50","1/30/00",100000,0,40,60,40,40,60,100,NA,60,80,100,100,60,60,60,3,5,2,4,5,2,3,2,4,3,2,4,3,3,1,2,3,2,5,1,3,4,2,2,2,2,2,2,2,NA,1,4,1,2,NA,2,2,2,2020-08-01,2000-01-30,7489,20.5178082191781,2,55.5555555555556,90,2,1,2,2,3,1,2.2
"161",29356648,"1",1,"Christianity",58,"Heterosexual","White or European American","8/14/20 15:24","8/21/93",NA,NA,60,40,20,20,20,NA,80,60,100,20,20,100,60,100,3,5,3,5,5,5,5,3,5,3,1,5,4,5,5,1,5,1,5,2,5,5,NA,1,1,NA,1,NA,NA,NA,4,NA,1,NA,2,1,NA,2,2020-08-01,1993-08-21,9842,26.9643835616438,1.57142857142857,64,20,1,1,1,1,1,1,2.7
"162",29356648,"2",0,"Christianity",60,"Heterosexual","White or European American","8/15/20 12:00","8/21/93",45000,0,60,100,100,100,100,NA,40,80,20,100,100,20,20,20,3,4,1,2,5,5,5,5,5,4,3,5,2,5,5,1,5,1,5,2,5,5,NA,2,4,NA,4,NA,1,NA,5,NA,1,NA,1,NA,NA,5,2020-08-01,1993-08-21,9842,26.9643835616438,2.57142857142857,56,100,4,1,1,1,1,1,2.9
"163",29358468,"1",1,"Other",36,"Heterosexual","White or European American","8/14/20 12:50","10/2/08",NA,NA,100,100,100,80,100,40,100,100,60,60,40,100,100,60,3,4,2,4,4,3,2,3,4,4,2,4,3,3,2,2,3,2,4,3,3,2,NA,5,4,4,5,4,5,4,4,4,4,NA,4,NA,5,5,2020-08-01,2008-10-02,4321,11.8383561643836,4.27272727272727,90,60,2,2,2,2,3,2,2.45
"164",29358468,"2",0,"Other",30,"Heterosexual","White or European American","8/14/20 20:16","10/2/08",100000,0,20,20,40,60,60,100,40,40,60,100,100,40,40,60,3,5,1,5,5,4,2,1,5,4,1,5,2,5,1,1,4,1,5,2,1,2,2,1,1,1,1,1,1,2,4,4,1,2,NA,2,NA,2,2020-08-01,2008-10-02,4321,11.8383561643836,1.76923076923077,42,90,1,1,1,1,1,1,1.65
"167",29398891,"1",0,"Athiest",36,"Heterosexual","White or European American","8/10/20 21:10","12/26/14",44000,0,60,40,40,40,80,NA,NA,40,40,100,NA,80,20,20,1,2,1,4,5,2,1,3,5,3,1,5,1,5,1,1,3,1,5,1,1,1,NA,2,1,NA,1,NA,1,NA,4,NA,NA,NA,1,NA,NA,2,2020-08-01,2014-12-26,2045,5.6027397260274,1.66666666666667,42.2222222222222,90,2,1,1,1,1,1,1.4
"168",29398891,"2",1,"Athiest",30,"Heterosexual","White or European American","8/11/20 20:50","12/26/14",32000,0,60,80,80,80,20,NA,NA,80,80,20,NA,20,100,80,4,4,1,5,5,1,1,1,5,2,1,5,1,5,1,1,3,1,5,1,1,1,NA,4,2,NA,2,5,2,NA,4,NA,NA,NA,NA,NA,NA,2,2020-08-01,2014-12-26,2045,5.6027397260274,3.16666666666667,73.3333333333333,20,1,1,1,1,1,1,1.15
"169",29434095,"1",1,"Christianity",37,"Heterosexual","White or European American","8/11/20 7:15","8/1/14",80000,1,60,60,60,60,60,20,60,60,80,60,40,60,60,80,1,5,1,3,3,3,1,1,4,2,1,5,1,4,1,1,1,1,4,1,1,3,NA,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,2020-08-01,2014-08-01,2192,6.0054794520548,1,64,45,3,3,2,1,2,2,1.6
"170",29434095,"2",0,"Christianity",47,"Heterosexual","Latinx or Hispanic","8/11/20 16:05","8/1/15",90000,1,60,60,60,60,60,100,60,60,60,60,80,60,60,60,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2020-08-01,2015-08-01,1827,5.0054794520548,2,60,75,3,3,3,3,3,3,3
"171",29447526,"1",0,"Hinduism",42,"Heterosexual","Asian or Asian American","8/14/20 12:37","6/15/01",125000,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,3,5,5,4,5,5,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,4,4,5,5,4,2,2,4,5,4,5,5,4,NA,NA,5,4,2020-08-01,2001-06-15,6987,19.1424657534247,4.08333333333333,60,60,2,1,1,2,2,2,3.6
"172",29447526,"2",1,"Hinduism",40,"Heterosexual","Asian or Asian American","8/15/20 0:42","1/3/03",120000,0,60,60,60,60,60,60,40,60,60,80,60,60,60,60,3,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,5,4,5,4,5,5,4,5,5,4,5,4,4,4,4,5,2020-08-01,2003-01-03,6420,17.5890410958904,4.5,58,65,1,2,2,2,1,1,3.4
"174",29459354,"1",1,"Christianity",45,"Heterosexual","Asian or Asian American","8/12/20 6:30","10/20/05",5200,0,80,80,80,80,80,80,80,80,80,80,80,100,100,80,3,5,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,2020-08-01,2005-10-20,5399,14.7917808219178,1,84,80,2,3,3,2,3,2,2.85
"175",29459354,"2",0,"Christianity",49,"Heterosexual","White or European American","8/16/20 12:38","10/1/05",NA,NA,40,40,40,40,40,40,80,40,40,40,40,40,40,40,3,4,3,4,2,3,4,2,2,3,3,4,3,2,3,3,3,3,4,3,4,2,NA,1,1,NA,1,NA,1,NA,1,NA,4,NA,NA,NA,NA,1,2020-08-01,2005-10-01,5418,14.8438356164384,1.5,44,40,2,4,4,2,4,2,3
"176",29469928,"1",1,"Christianity",56,"Heterosexual","White or European American","8/7/20 2:28","5/6/94",NA,NA,100,100,100,100,60,NA,NA,100,100,60,100,60,100,100,4,2,4,1,5,1,1,4,5,2,1,5,1,5,5,1,5,1,5,1,1,1,NA,4,4,NA,2,NA,5,NA,5,NA,5,NA,2,NA,NA,2,2020-08-01,1994-05-06,9584,26.2575342465753,3.85714285714286,95.5555555555556,73.3333333333333,5,1,1,1,1,1,1.95
"177",29469928,"2",0,"Christianity",57,"Heterosexual","White or European American","8/7/20 3:05","5/6/94",149000,0,20,60,40,40,80,NA,NA,60,20,100,100,60,20,20,4,2,2,4,4,4,5,2,4,4,4,2,5,4,2,4,4,4,3,4,4,4,NA,1,2,NA,2,NA,2,NA,1,NA,1,NA,2,NA,NA,1,2020-08-01,1994-05-06,9584,26.2575342465753,1.57142857142857,37.7777777777778,93.3333333333333,2,2,2,4,2,3,3.35
"178",29472035,"1",1,"Agnostic",42,"Heterosexual","Asian or Asian American","8/7/20 9:31","3/1/01",80000,0,100,100,60,100,60,60,NA,80,60,100,20,100,100,60,5,2,4,2,5,3,3,3,4,3,1,5,2,4,3,2,4,2,4,1,3,1,4,5,5,5,5,5,5,5,5,5,5,4,NA,4,5,5,2020-08-01,2001-03-01,7093,19.4328767123288,4.76923076923077,84.4444444444444,60,4,1,2,1,2,2,2.35
"179",29472035,"2",0,"Christianity",42,"Heterosexual","White or European American","8/7/20 10:01","1/1/00",50000,0,20,60,80,20,80,100,NA,80,80,60,100,20,20,60,3,4,3,2,3,4,3,4,2,4,4,3,3,4,4,4,4,3,3,3,4,4,2,2,NA,NA,2,2,NA,2,NA,NA,NA,2,4,NA,NA,NA,2020-08-01,2000-01-01,7518,20.5972602739726,2.28571428571429,48.8888888888889,85,4,3,4,3,2,3,3.5
