"","dyadID","partnum","gender","religion","age","sexualor","race","RecordedDate","relation_length","indinc","wfh","housework_1","housework_2","housework_3","housework_4","housework_5","housework_6","housework_7","housework_8","housework_9","housework_10","housework_11","housework_12","housework_13","housework_14","housework_fair","housework_satisfied","grbs_1","grbs_2","grbs_3","grbs_4","grbs_5","grbs_6","grbs_7","grbs_8","grbs_9","grbs_10","grbs_11","grbs_12","grbs_13","grbs_14","grbs_15","grbs_16","grbs_17","grbs_18","grbs_19","grbs_20","gatekeeping_1","gatekeeping_2","gatekeeping_3","gatekeeping_4","gatekeeping_5","gatekeeping_6","gatekeeping_7","gatekeeping_8","gatekeeping_9","gatekeeping_10","gatekeeping_11","gatekeeping_12","gatekeeping_13","gatekeeping_14","gatekeeping_15","gatekeeping_16","survey_date","relation_start","relation_days","relation_yrs","avg_gatekeeping","avg_housework_female","avg_housework_male","grbs_2.r","grbs_3.r","grbs_7.r","grbs_10.r","grbs_12.r","grbs_17.r","avg_grbs"
"51",16244806,"2",0,"Christianity",49,"Heterosexual","White or European American","8/25/20 14:03","7/5/89",71000,0,20,20,20,20,60,100,20,20,40,60,100,100,40,60,3,3,3,1,5,3,3,3,5,5,3,5,1,4,4,1,4,1,5,1,5,4,1,1,1,1,1,1,1,1,5,NA,1,NA,2,1,NA,NA,2020-08-01,1989-07-05,11350,31.0958904109589,1.41666666666667,36,80,5,1,1,1,2,1,2.6
"52",16699128,"1",0,"Christianity",42,"Heterosexual","Black or African American","8/8/20 5:46","5/15/15",49999,0,80,100,80,100,20,20,NA,100,80,60,20,60,80,80,3,3,3,3,3,3,4,3,4,4,4,2,4,3,3,3,4,5,4,3,3,3,NA,NA,4,NA,4,NA,4,4,4,4,NA,4,4,4,NA,4,2020-08-01,2015-05-15,1905,5.21917808219178,4,84.4444444444444,30,3,3,2,4,3,2,3.3
"53",16699128,"2",1,"Christianity",42,"Heterosexual","Black or African American","8/14/20 12:12","5/11/05",39999,1,60,60,60,60,100,100,60,60,60,60,100,60,60,60,3,3,5,4,4,3,4,3,5,4,4,4,4,4,1,5,4,4,5,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,2020-08-01,2005-05-11,5561,15.2356164383562,4.07142857142857,60,90,2,2,1,2,2,1,3
"54",16711674,"1",0,"Christianity",33,"Heterosexual","White or European American","8/21/20 0:35","5/27/12",44000,0,100,40,60,100,20,40,100,40,20,80,80,80,20,60,4,4,4,1,2,4,3,5,1,5,1,4,2,3,2,4,3,3,5,1,5,2,NA,5,1,5,5,4,4,NA,2,1,1,2,2,NA,1,4,2020-08-01,2012-05-27,2988,8.18630136986301,2.90909090909091,62,55,5,4,5,2,3,1,3.2
"55",16711674,"2",1,"Christianity",33,"Heterosexual","White or European American","8/21/20 0:54","5/27/12",33000,1,40,100,20,80,40,100,80,20,60,20,60,60,80,40,3,4,2,2,1,5,4,2,1,4,1,2,5,5,4,5,2,4,3,3,4,3,2,4,5,1,5,NA,2,5,2,4,NA,1,4,1,NA,NA,2020-08-01,2012-05-27,2988,8.18630136986301,3,58,55,4,5,5,4,1,3,3.5
"56",17701991,"1",1,"Christianity",44,"Heterosexual","White or European American","8/11/20 18:22","5/27/99",50000,0,100,100,100,100,60,40,80,100,100,100,60,100,100,100,4,1,2,4,4,3,2,3,4,3,2,5,1,4,2,1,4,2,4,1,3,3,NA,NA,2,2,2,2,4,4,4,5,4,4,NA,NA,2,NA,2020-08-01,1999-05-27,7737,21.1972602739726,3.3,98,65,2,2,2,1,2,2,2.15
"57",17701991,"2",0,"Christianity",42,"Heterosexual","White or European American","8/12/20 6:29","5/27/99",50000,1,20,20,40,20,60,80,40,20,40,40,60,20,20,20,2,5,2,4,2,3,4,2,3,4,2,3,2,2,2,4,2,4,3,2,2,3,2,1,1,1,1,1,5,2,5,NA,2,2,2,2,1,1,2020-08-01,1999-05-27,7737,21.1972602739726,2.07692307692308,26,60,2,4,3,3,4,3,2.85
"58",17986423,"1",1,"Other",54,"Heterosexual","White or European American","8/7/20 1:25","9/1/84",50000,0,60,60,60,100,60,40,NA,60,60,20,40,60,60,60,3,5,3,3,5,3,1,3,5,3,1,5,1,5,3,1,4,1,5,1,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2020-08-01,1984-09-01,13118,35.9397260273973,1.25,64.4444444444444,40,3,1,1,1,1,1,1.85
"59",17986423,"2",0,"Other",59,"Heterosexual","White or European American","8/7/20 1:43","9/1/84",32000,0,60,60,60,20,60,80,NA,40,60,80,60,60,60,60,3,5,3,2,5,2,1,3,5,4,1,5,1,5,2,1,4,1,5,1,3,1,NA,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,2020-08-01,1984-09-01,13118,35.9397260273973,1.83333333333333,53.3333333333333,70,4,1,1,1,1,1,1.85
"60",18097117,"1",0,"Christianity",35,"Heterosexual","Latinx or Hispanic","8/12/20 16:33","6/1/07",65000,0,80,60,80,100,80,80,80,60,80,60,100,100,80,80,2,4,4,2,4,4,3,4,3,3,2,3,4,4,4,2,4,2,5,4,3,4,4,5,4,NA,2,2,4,4,5,5,2,4,2,2,4,NA,2020-08-01,2007-06-01,4810,13.1780821917808,3.46153846153846,80,80,4,2,3,3,2,1,3.1
"61",18097117,"2",1,"Christianity",35,"Heterosexual","Latinx or Hispanic","8/12/20 16:56","6/1/07",30000,0,40,40,60,40,40,40,60,40,40,40,40,60,60,40,2,3,3,2,4,4,3,3,4,4,2,2,4,3,2,3,4,4,3,3,4,3,4,NA,NA,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,4,2020-08-01,2007-06-01,4810,13.1780821917808,2.4,48,40,4,2,2,4,3,3,3.2
"62",18284987,"1",1,"Christianity",44,"Heterosexual","Latinx or Hispanic","8/14/20 14:02","3/3/00",19000,1,100,60,100,100,20,20,40,100,100,20,20,20,100,100,3,5,3,3,5,4,1,3,5,4,1,4,2,5,2,1,4,3,5,2,3,1,4,4,1,NA,1,NA,4,4,5,5,1,NA,1,1,2,1,2020-08-01,2000-03-03,7456,20.427397260274,2.81818181818182,82,20,3,1,1,2,1,1,2.15
"63",18284987,"2",0,"Christianity",56,"Heterosexual","Latinx or Hispanic","8/14/20 14:48","3/5/00",20000,1,20,60,20,20,100,100,100,20,20,100,100,100,40,60,3,5,3,3,5,4,5,4,3,5,1,4,3,5,4,3,4,5,2,2,5,4,NA,2,4,NA,1,1,2,2,5,5,NA,4,1,1,2,4,2020-08-01,2000-03-05,7454,20.4219178082192,2.54545454545455,46,100,3,1,3,2,1,4,3.3
"64",18324617,"1",1,"Christianity",37,"Heterosexual","Latinx or Hispanic","8/7/20 18:14","2/1/18",45000,0,100,100,100,100,60,20,NA,100,100,20,20,20,60,100,1,5,1,5,5,5,1,1,5,5,1,5,1,5,1,1,5,1,5,1,1,1,1,5,1,1,4,1,1,1,5,5,1,1,4,1,1,5,2020-08-01,2018-02-01,912,2.4986301369863,2.28571428571429,86.6666666666667,30,1,1,1,1,1,1,1.6
"65",18324617,"2",0,"Christianity",42,"Heterosexual","White or European American","8/9/20 16:22","2/1/18",30000,1,20,20,20,20,40,100,NA,20,20,100,100,80,20,20,1,5,1,5,5,5,1,1,5,5,1,5,1,5,4,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,2020-08-01,2018-02-01,912,2.4986301369863,1.57142857142857,26.6666666666667,85,1,1,1,1,1,1,1.7
"66",18756718,"1",0,"Christianity",46,"Heterosexual","White or European American","8/10/20 23:20","4/19/09",52000,1,100,100,20,100,100,100,20,100,100,100,100,40,40,40,5,2,5,1,4,5,4,4,4,5,5,5,5,2,5,5,5,4,4,2,4,5,NA,2,5,2,4,4,4,5,NA,4,2,2,5,4,2,2,2020-08-01,2009-04-19,4122,11.2931506849315,3.58333333333333,66,100,5,2,2,1,4,2,3.95
"67",18756718,"2",1,"Christianity",46,"Heterosexual","White or European American","8/21/20 7:22","4/25/08",50000,0,20,NA,80,20,20,20,20,40,60,20,20,80,80,80,4,2,5,2,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,2,4,2,NA,NA,4,4,5,4,4,4,4,4,4,2020-08-01,2008-04-25,4481,12.2767123287671,3.75,53.3333333333333,20,4,2,1,2,1,1,3.9
"68",18785388,"1",1,"Christianity",59,"Heterosexual","Black or African American","8/16/20 18:23","8/19/02",40000,0,100,100,100,60,20,NA,NA,60,60,40,20,60,100,100,4,2,1,1,4,1,1,4,5,4,1,5,1,5,5,1,5,1,5,1,1,1,NA,2,5,NA,1,NA,4,NA,NA,NA,NA,NA,1,NA,NA,1,2020-08-01,2002-08-19,6557,17.9643835616438,2.6,82.2222222222222,26.6666666666667,5,2,1,1,1,1,1.95
"69",18785388,"2",0,"Prefer not to answer",57,"Heterosexual","Black or African American","8/16/20 18:56","8/19/02",45000,1,20,20,20,60,100,100,NA,60,60,100,100,60,20,20,3,5,1,1,1,5,1,4,5,5,1,4,4,4,4,4,5,1,5,1,5,3,NA,2,4,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,2020-08-01,2002-08-19,6557,17.9643835616438,2,37.7777777777778,100,5,5,1,2,2,1,3
"70",19323251,"1",0,"Christianity",41,"Heterosexual","White or European American","8/14/20 12:37","10/1/00",74000,0,40,60,60,60,80,100,40,60,100,100,100,40,20,20,3,5,1,5,5,1,1,1,5,1,1,5,1,5,1,1,2,1,5,1,1,1,1,1,2,1,2,1,5,1,5,4,4,4,1,1,1,1,2020-08-01,2000-10-01,7244,19.8465753424658,2.35714285714286,50,95,1,1,1,1,1,1,1.05
"71",19323251,"2",1,"Christianity",40,"Heterosexual","White or European American","8/14/20 12:49","10/1/06",45000,0,60,60,80,60,40,20,100,60,20,20,20,80,100,100,3,5,1,5,5,1,1,1,5,1,1,5,1,4,1,1,1,1,5,1,2,1,5,1,1,1,1,1,1,4,4,5,2,4,1,1,4,1,2020-08-01,2006-10-01,5053,13.8438356164384,2.28571428571429,72,25,1,1,1,1,2,1,1.1
"72",19733641,"1",0,"Christianity",35,"Heterosexual","White or European American","8/22/20 14:55","6/14/02",135000,0,20,40,40,60,80,80,60,20,60,80,100,60,40,40,1,5,1,1,5,1,1,5,5,3,1,5,1,5,5,1,5,1,5,1,4,5,5,5,1,1,1,1,1,1,5,5,4,4,1,1,1,1,2020-08-01,2002-06-14,6623,18.1452054794521,2.57142857142857,44,85,5,1,1,1,1,1,2.25
"73",19733641,"2",1,"Christianity",33,"Heterosexual","White or European American","8/23/20 18:07","6/14/02",97000,0,100,100,80,60,80,40,60,100,60,40,40,60,100,100,1,5,1,1,4,4,5,4,4,4,1,5,4,4,5,1,4,5,4,1,4,4,5,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,2020-08-01,2002-06-14,6623,18.1452054794521,2.71428571428571,82,50,5,2,2,1,2,2,3.05
"74",22536798,"1",0,"Christianity",42,"Heterosexual","White or European American","8/12/20 14:10","4/10/02",50000,0,80,60,100,60,80,20,60,100,60,60,40,40,60,80,2,3,3,3,4,5,3,2,4,3,2,2,3,2,1,4,4,4,2,3,3,2,5,2,4,NA,4,2,5,NA,2,NA,2,2,4,NA,1,4,2020-08-01,2002-04-10,6688,18.3232876712329,3.2,70,50,3,2,2,4,4,4,3.05
"75",22536798,"2",1,"Christianity",41,"Heterosexual","White or European American","8/12/20 14:29","4/10/02",28000,0,80,40,60,40,60,60,60,80,100,80,80,20,60,40,3,3,4,2,2,2,4,3,5,3,4,3,1,3,3,1,2,4,3,2,5,2,NA,2,4,NA,2,5,5,2,4,NA,4,NA,NA,1,5,4,2020-08-01,2002-04-10,6688,18.3232876712329,3.22222222222222,58,70,4,4,1,3,3,3,2.9
"76",23712310,"1",1,"Christianity",44,"Heterosexual","Black or African American","8/20/20 17:56","10/31/98",24999,1,100,40,60,100,40,NA,60,100,100,NA,NA,100,60,NA,3,4,5,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01,1998-10-31,7945,21.7671232876712,NA,80,40,3,2,3,3,3,4,3.05
"77",23712310,"2",0,"Christianity",39,"Heterosexual","Black or African American","8/24/20 16:43","10/31/98",NA,NA,60,60,60,60,60,NA,60,60,60,60,NA,40,60,60,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01,1998-10-31,7945,21.7671232876712,NA,58,60,3,3,3,3,3,3,3
"78",23782765,"1",1,"Hinduism",37,"Heterosexual","Asian or Asian American","8/6/20 22:29","2/9/12",65000,0,40,60,100,100,40,80,NA,20,100,40,40,60,60,100,1,5,2,4,4,1,2,3,4,5,1,5,2,4,2,5,4,1,4,2,2,2,4,5,2,4,2,1,NA,1,5,5,4,4,1,1,5,4,2020-08-01,2012-02-09,3096,8.48219178082192,3,71.1111111111111,50,2,2,2,1,2,2,2.25
"79",23782765,"2",0,"Hinduism",35,"Heterosexual","Asian or Asian American","8/7/20 21:02","2/9/12",80000,0,100,60,20,40,100,60,NA,100,20,100,100,60,60,40,2,5,5,5,5,1,2,5,4,4,1,5,2,5,5,1,5,4,5,1,2,5,NA,4,1,1,1,1,2,1,5,5,2,NA,5,1,5,4,2020-08-01,2012-02-09,3096,8.48219178082192,2.41666666666667,55.5555555555556,90,1,1,2,1,1,1,2.5
"80",23799711,"1",1,"Christianity",48,"Heterosexual","White or European American","8/7/20 16:39","5/31/08",NA,NA,100,100,100,100,20,40,100,100,80,20,20,40,100,100,3,3,1,2,4,5,1,3,5,5,3,4,1,4,4,1,4,1,2,1,1,4,NA,5,2,NA,NA,NA,2,NA,5,NA,4,NA,2,NA,NA,4,2020-08-01,2008-05-31,4445,12.1780821917808,3.33333333333333,92,25,4,2,1,2,2,4,2.5
"81",23799711,"2",0,"Christianity",54,"Heterosexual","White or European American","8/8/20 20:32","5/31/08",211000,0,20,40,20,20,100,100,20,20,20,100,100,100,20,40,3,5,1,1,1,5,4,4,4,5,1,2,3,4,5,4,5,1,1,1,2,5,NA,2,1,NA,1,NA,1,NA,5,NA,4,NA,NA,NA,NA,4,2020-08-01,2008-05-31,4445,12.1780821917808,2.33333333333333,32,100,5,5,2,4,2,5,3.45
"82",27005905,"1",0,"Christianity",40,"Heterosexual","White or European American","8/11/20 13:24","6/1/01",75000,0,60,20,100,100,20,40,100,80,100,40,80,40,40,20,3,5,4,3,3,3,4,5,3,4,1,4,1,3,4,3,5,1,3,1,3,4,2,4,2,2,2,1,2,2,5,4,1,1,2,1,1,2,2020-08-01,2001-06-01,7001,19.1808219178082,2.21428571428571,66,45,3,3,3,2,3,3,3
"83",27005905,"2",1,"Christianity",40,"Heterosexual","White or European American","8/11/20 16:21","1/1/03",42000,1,20,100,20,20,20,80,20,20,20,40,20,20,100,100,4,4,4,4,1,3,4,4,4,2,1,4,4,3,4,3,4,1,3,1,4,5,2,2,1,1,1,1,1,1,5,4,NA,NA,1,1,NA,2,2020-08-01,2003-01-01,6422,17.5945205479452,1.75,44,40,2,5,2,2,3,3,3.05
"84",27311279,"1",0,"Christianity",38,"Heterosexual","White or European American","8/13/20 11:23","8/9/00",100000,0,60,60,60,60,80,80,80,60,100,100,80,100,80,80,3,5,2,3,1,4,3,5,3,4,3,2,5,5,5,5,5,4,2,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,5,2020-08-01,2000-08-09,7297,19.9917808219178,5,74,85,3,5,3,4,1,4,3.85
"85",27311279,"2",1,"Christianity",34,"Heterosexual","White or European American","8/13/20 12:58","8/9/00",100000,0,60,60,60,60,80,60,60,80,60,60,60,80,60,60,3,5,2,3,1,4,2,4,2,4,3,2,4,1,3,4,4,3,3,3,2,4,NA,4,2,NA,2,2,4,NA,NA,NA,NA,2,2,4,NA,4,2020-08-01,2000-08-09,7297,19.9917808219178,2.75,64,65,3,5,4,4,5,3,3.5
"86",27511978,"1",1,"Christianity",51,"Heterosexual","White or European American","8/15/20 10:53","12/9/17",25000,0,100,100,100,100,60,20,60,100,60,60,20,20,60,60,1,5,1,3,3,1,3,1,5,5,1,5,4,4,1,3,3,1,5,1,3,1,4,5,1,1,1,1,1,1,5,5,1,1,NA,NA,1,1,2020-08-01,2017-12-09,966,2.64657534246575,2.25,76,40,3,3,1,1,2,1,2
"87",27511978,"2",0,"Christianity",44,"Heterosexual","White or European American","8/24/20 1:08","12/9/17",25000,1,20,20,20,20,60,60,20,20,20,100,60,100,20,60,3,5,1,1,1,3,1,3,5,4,4,5,4,3,3,1,4,1,5,1,1,3,NA,1,1,1,1,1,1,1,4,4,1,1,1,NA,1,1,2020-08-01,2017-12-09,966,2.64657534246575,1.5,32,70,5,5,1,1,3,1,2.5
"88",28021760,"1",1,"Christianity",46,"Heterosexual","Middle Eastern","8/8/20 0:33","4/30/95",30000,0,60,60,60,80,60,80,80,40,80,80,80,60,80,60,2,3,4,3,3,4,4,4,5,4,4,3,4,3,3,4,3,3,3,4,4,5,NA,4,2,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,4,NA,2020-08-01,1995-04-30,9225,25.2739726027397,3.6,66,75,3,3,1,3,3,3,3.5
"89",28021760,"2",0,"Christianity",49,"Heterosexual","White or European American","8/8/20 0:47","4/30/95",70000,1,60,80,60,60,60,60,80,80,80,60,60,40,60,80,3,3,3,3,4,2,3,4,3,4,3,5,3,4,4,3,5,4,3,3,4,4,NA,4,NA,NA,4,4,4,NA,5,4,NA,4,4,NA,4,4,2020-08-01,1995-04-30,9225,25.2739726027397,4.125,68,60,3,2,3,1,2,3,3.15
"90",28947773,"1",0,"Christianity",35,"Heterosexual","White or European American","8/14/20 15:11","8/23/02",145000,0,80,80,100,100,100,100,80,100,100,100,80,80,100,80,1,5,4,5,4,4,4,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,4,4,4,5,5,2020-08-01,2002-08-23,6553,17.9534246575342,4.5,90,95,1,2,1,1,2,2,3.7
"91",28947773,"2",1,"Christianity",31,"Heterosexual","White or European American","8/14/20 16:38","8/22/02",145000,0,80,80,80,100,100,100,100,100,100,100,80,100,100,80,1,5,5,5,5,4,5,5,4,5,5,4,5,4,5,4,5,5,4,4,5,4,5,5,5,5,4,5,5,5,4,4,5,4,5,4,5,5,2020-08-01,2002-08-22,6554,17.9561643835616,4.64285714285714,92,95,1,1,2,2,2,2,3.8
"92",28992200,"1",0,"Hinduism",38,"Heterosexual","Asian or Asian American","8/11/20 19:59","6/22/07",78000,0,40,80,40,40,80,80,NA,40,100,80,100,100,60,40,3,3,3,4,3,3,4,2,4,4,3,4,3,3,3,4,2,2,3,3,3,4,4,NA,4,2,4,2,NA,4,NA,NA,NA,2,NA,NA,NA,4,2020-08-01,2007-06-22,4789,13.1205479452055,3.14285714285714,60,85,2,3,2,2,3,3,2.9
"93",28992200,"2",1,"Hinduism",39,"Heterosexual","Asian or Asian American","8/11/20 21:02","6/22/07",NA,NA,100,40,100,100,40,40,NA,100,40,40,40,20,80,60,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,4,4,NA,4,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,2020-08-01,2007-06-22,4789,13.1205479452055,4,71.1111111111111,40,3,3,3,2,2,2,3.15
"94",28992252,"1",0,"Agnostic",35,"Heterosexual","White or European American","8/11/20 21:16","9/23/10",100000,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,3,4,3,3,4,4,4,4,2,4,4,3,3,3,3,4,3,2,3,4,2,3,5,2,NA,NA,4,4,4,NA,NA,4,NA,5,4,NA,4,NA,2020-08-01,2010-09-23,3600,9.86301369863014,4,60,60,3,2,4,3,3,3,3.25
"95",28992252,"2",1,"Agnostic",35,"Heterosexual","White or European American","8/12/20 13:46","3/23/10",20000,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,3,4,3,4,3,3,4,3,5,3,3,3,3,4,2,3,3,3,3,3,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01,2010-03-23,3784,10.3671232876712,4,60,60,2,3,1,3,2,3,2.9
"96",28993415,"1",1,"Christianity",42,"Heterosexual","White or European American","8/12/20 10:21","7/16/01",NA,NA,80,100,80,100,100,60,60,100,100,100,40,80,100,60,1,5,3,3,5,3,5,4,5,3,1,5,3,5,2,4,5,1,4,4,4,2,4,4,2,NA,1,1,NA,NA,5,NA,1,1,1,1,4,4,2020-08-01,2001-07-16,6956,19.0575342465753,2.1,86,75,3,1,1,1,1,2,2.65
"97",28993415,"2",0,"Christianity",52,"Heterosexual","White or European American","8/14/20 12:39","7/16/01",NA,NA,40,40,40,20,40,60,40,40,40,80,80,20,20,20,3,5,5,2,5,4,3,5,5,4,1,5,3,5,4,1,5,5,5,1,5,3,2,1,1,1,1,1,1,4,5,4,1,1,1,1,NA,4,2020-08-01,2001-07-16,6956,19.0575342465753,1.78571428571429,32,65,4,1,1,1,1,1,2.9
"98",29008274,"1",1,"Christianity",35,"Heterosexual","White or European American","8/8/20 7:28","3/15/98",67000,0,60,60,40,40,40,40,40,40,40,40,40,80,60,60,3,3,2,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2020-08-01,1998-03-15,8175,22.3972602739726,4,52,40,3,3,3,2,2,3,3
"99",29008274,"2",0,"Christianity,Agnostic",35,"Heterosexual","Latinx or Hispanic","8/23/20 11:32","10/15/06",69500,1,100,60,100,100,100,100,100,100,100,100,100,20,20,40,3,4,1,3,5,1,1,2,5,1,1,5,1,5,1,1,2,1,5,1,1,1,NA,NA,2,NA,1,NA,2,NA,5,NA,2,NA,1,NA,NA,2,2020-08-01,2006-10-15,5039,13.8054794520548,2.16666666666667,74,100,3,1,1,1,1,1,1.2
"100",29008631,"1",0,"Christianity",36,"Heterosexual","White or European American","8/7/20 17:18","10/20/04",80000,0,20,60,60,40,80,100,60,40,40,100,80,80,20,40,2,4,5,2,4,4,3,5,5,3,2,3,3,2,2,2,4,2,4,2,4,4,NA,NA,1,1,1,1,2,2,4,5,4,4,2,NA,NA,NA,2020-08-01,2004-10-20,5764,15.7917808219178,2.45454545454545,46,90,4,2,1,3,4,2,3.05
"101",29008631,"2",1,"Christianity",33,"Heterosexual","White or European American","8/7/20 18:59","10/20/04",32000,0,100,80,60,80,40,40,60,80,60,20,40,40,100,80,3,5,3,4,5,4,2,4,5,3,2,5,1,3,2,2,4,2,4,2,1,2,2,4,NA,2,NA,2,4,2,5,5,5,4,4,NA,2,4,2020-08-01,2004-10-20,5764,15.7917808219178,3.54545454545455,74,35,2,1,1,1,3,2,2.2
"104",29014377,"1",1,"Christianity",42,"Heterosexual","White or European American","8/13/20 16:35","3/11/05",60000,0,100,100,100,100,40,40,40,100,40,40,40,40,100,100,3,4,3,4,5,2,1,1,5,4,2,5,1,4,2,1,4,1,5,1,4,1,4,4,NA,4,2,2,2,2,4,4,NA,NA,2,2,4,4,2020-08-01,2005-03-11,5622,15.4027397260274,2.90909090909091,82,40,2,1,1,1,2,1,1.8
"105",29014377,"2",0,"Christianity",51,"Heterosexual","White or European American","8/14/20 16:14","3/11/05",NA,NA,20,20,20,20,80,80,80,20,80,80,100,60,40,40,3,4,4,2,4,2,4,2,4,4,4,5,2,3,4,2,4,2,5,2,5,4,2,1,1,1,1,1,1,2,4,5,4,4,2,2,2,4,2020-08-01,2005-03-11,5622,15.4027397260274,2.21428571428571,40,85,4,2,2,1,3,1,2.9
"106",29027911,"1",0,"Christianity",57,"Heterosexual","White or European American","8/15/20 13:00","7/31/07",150000,0,60,60,60,60,80,60,NA,40,60,100,80,80,60,60,3,5,5,3,5,1,1,5,1,5,1,5,1,3,3,1,5,1,5,1,1,1,NA,NA,1,NA,1,1,1,1,2,5,5,5,1,1,NA,NA,2020-08-01,2007-07-31,4750,13.013698630137,2.18181818181818,60,80,3,1,5,1,3,1,2.3
"107",29027911,"2",1,"Christianity",65,"Heterosexual","White or European American","8/15/20 19:37","7/30/07",175000,0,20,80,40,80,20,60,NA,100,60,60,40,60,100,100,3,5,4,3,5,2,3,5,5,4,1,5,1,4,4,1,4,1,5,1,2,1,NA,4,4,NA,4,NA,5,NA,4,NA,NA,NA,4,NA,NA,4,2020-08-01,2007-07-30,4751,13.0164383561644,4.16666666666667,71.1111111111111,45,3,1,1,1,2,1,2.15
"108",29029182,"1",1,"Islam",51,"Heterosexual","White or European American","8/12/20 10:20","12/18/07",34000,0,80,80,80,60,40,40,80,60,40,60,60,60,60,60,3,4,1,5,5,1,1,1,5,1,1,5,1,3,3,1,1,1,5,1,1,1,5,NA,2,1,2,NA,2,NA,4,4,4,1,2,2,4,NA,2020-08-01,2007-12-18,4610,12.6301369863014,2.63636363636364,66,50,1,1,1,1,3,1,1.2
"109",29029182,"2",0,"Christianity",67,"Heterosexual","White or European American","8/12/20 11:29","12/15/05",NA,NA,40,60,60,80,80,60,40,40,60,40,60,60,40,40,3,3,3,3,5,1,3,3,5,2,3,3,1,5,2,1,4,1,5,1,2,3,2,2,1,NA,1,2,1,NA,1,4,1,2,1,NA,NA,NA,2020-08-01,2005-12-15,5343,14.6383561643836,1.63636363636364,52,60,3,1,1,3,1,1,2
"110",29070034,"1",0,"Islam",38,"Heterosexual","Asian or Asian American","8/14/20 21:19","6/12/04",55000,0,60,100,80,80,80,100,100,60,80,100,80,60,60,80,2,5,4,4,4,3,4,3,3,4,3,4,3,5,3,3,4,5,4,4,4,3,4,4,4,4,NA,NA,4,NA,4,4,4,4,1,2,NA,NA,2020-08-01,2004-06-12,5894,16.1479452054795,3.54545454545455,76,90,2,2,3,2,1,2,3.1
"111",29070034,"2",1,"Islam",36,"Heterosexual","Asian or Asian American","8/14/20 21:42","6/12/04",45000,0,80,40,80,80,40,40,60,80,40,40,40,40,60,80,1,5,4,4,5,4,4,5,4,5,5,5,4,5,4,4,5,5,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,5,2020-08-01,2004-06-12,5894,16.1479452054795,4.5,64,40,2,1,2,1,1,1,3.5
"112",29077358,"1",1,"Christianity",39,"Heterosexual","White or European American","8/9/20 22:08","1/1/07",40000,0,100,100,80,100,60,60,60,100,80,40,40,100,100,100,2,4,4,3,5,2,2,2,5,4,1,5,1,3,2,1,4,4,5,2,4,3,NA,4,4,4,2,2,5,4,4,4,4,4,NA,1,NA,2,2020-08-01,2007-01-01,4961,13.5917808219178,3.5,92,50,3,1,1,1,3,1,2.3
"113",29077358,"2",0,"Christianity",39,"Heterosexual","White or European American","8/10/20 0:35","1/1/07",50000,1,40,40,40,20,60,80,40,20,40,60,80,20,20,20,2,4,4,2,5,2,3,4,5,4,1,5,1,4,2,2,4,5,5,3,3,4,NA,NA,2,2,1,1,2,2,NA,NA,NA,2,2,1,1,2,2020-08-01,2007-01-01,4961,13.5917808219178,1.66666666666667,30,70,4,1,1,1,2,1,2.6
"114",29080875,"1",0,"Christianity",48,"Heterosexual","White or European American","8/11/20 7:07","3/19/94",50000,1,20,20,20,20,60,80,60,20,20,40,100,20,20,20,3,3,2,4,2,3,2,3,3,4,2,3,2,3,3,2,4,2,3,2,4,4,2,1,2,1,2,2,2,NA,NA,4,2,NA,NA,NA,2,2,2020-08-01,1994-03-19,9632,26.3890410958904,2,24,70,2,4,3,3,3,3,2.85
